seq,lat,lon,alt,pitch,roll,yaw
638,37.56650275,122.0816276,324.60486,3.876279058,11.11640429,-16.69404027
639,37.56687324,122.0815723,327.93005,1.036285546,10.32467032,-16.24123053
640,37.56724235,122.0815442,329.04135,0.286511161,8.876227312,-7.26437361
641,37.5676063,122.0815468,329.80066,-1.364093816,5.807068902,-5.340535127
642,37.56797783,122.0815667,330.8542,-3.215312756,4.228000368,-3.321659182
643,37.56833769,122.0815978,332.54398,-4.431111762,2.130890346,-1.005399746
644,37.56870091,122.0816352,331.6729,-4.995078606,-0.124084647,-0.095236089
645,37.56906532,122.081671,330.4985,-6.697079534,-0.529550649,3.398427873
646,37.5694251,122.0817047,328.902,-6.916216278,0.125449156,2.034161987
647,37.56979129,122.0817362,327.21594,-3.26042558,-0.275251521,-0.831327681
648,37.57015916,122.0817647,326.0501,-3.851870553,-0.169263428,-0.551089509
649,37.57051899,122.0817902,323.91925,-2.107911688,-0.016083786,0.741089683
650,37.57088277,122.0818137,324.18317,-0.205259229,-0.110130773,-4.801878844
651,37.57124732,122.0818332,325.58945,-0.900113711,0.15684619,-1.961407874
652,37.57161246,122.0818543,326.13812,-2.981513559,1.085608744,-3.020625647
653,37.57198223,122.081876,325.46448,-2.864577902,0.378817129,-2.540542435
654,37.57234806,122.0818961,324.92044,-1.977462448,1.480969866,-1.313131355
655,37.57271292,122.0819177,324.1555,-2.196342779,1.797339403,-0.371441309
656,37.57307375,122.081942,323.1904,-0.289549529,0.624604685,-3.259411696
657,37.57344729,122.0819668,323.97485,-2.556941122,-0.239376471,-1.231666549
658,37.57380782,122.0819915,324.00888,-0.727129898,-0.082267356,-1.903143447
659,37.57417384,122.082016,324.5067,-2.868597582,0.660559038,-2.86280691
660,37.57454693,122.0820415,324.8628,0.116842972,1.141172642,-3.305840098
661,37.57491226,122.082067,325.01053,-2.739582753,1.283265968,-3.776687347
662,37.5752797,122.082094,323.2657,-1.399650681,0.41773129,-2.282050107
663,37.57549829,122.0821091,322.23688,-0.704930424,-0.014561372,-3.346845865
664,37.57753178,122.0843517,325.6287,0.033773039,-3.023334943,-164.1396715
665,37.57717091,122.0842907,325.5782,-0.114204907,-3.387103829,-167.8829052
666,37.57680397,122.0842641,327.2808,-3.231273922,0.982750231,-169.8565965
667,37.57643937,122.0842491,327.0698,-2.736344642,0.517367247,-171.0499965
668,37.57607491,122.0842337,326.03842,-3.423981245,1.362135542,-173.2957281
669,37.57571084,122.0842151,325.2929,-1.645037542,1.974622657,-171.6901588
670,37.57534762,122.0841888,324.22787,-1.237398912,-0.014035901,-173.9936015
671,37.57498095,122.0841576,323.1015,-0.126361627,0.188762007,-170.4603057
672,37.57461672,122.0841249,323.52844,0.694990198,-0.035163906,-172.3300679
673,37.57424931,122.0840977,323.62842,1.403792327,0.894740159,-172.9489085
674,37.57388328,122.0840754,323.63837,0.273944727,1.108514851,-173.7019265
675,37.57351929,122.0840486,324.79144,1.277882878,0.111664452,-171.2086488
676,37.57315853,122.0840263,327.1856,-2.103959985,1.932703629,-169.785621
677,37.57279337,122.0839992,327.0627,-2.866432962,0.826073563,-173.0332818
678,37.57242769,122.0839758,326.548,-2.044177316,0.76176734,-172.0298126
679,37.57206311,122.0839535,326.5813,-4.969719219,0.339928748,-172.0492037
680,37.57170114,122.083929,323.34647,0.732288163,0.738263254,-173.248658
681,37.57133959,122.0839034,322.12228,1.048960586,-0.97364617,-169.7623562
682,37.57097591,122.0838816,325.45505,-0.246548812,1.130718292,-168.0515062
683,37.57061306,122.0838577,324.62155,-0.615254625,0.806597772,-169.3660219
684,37.57024776,122.0838333,321.6277,3.976531498,0.204472184,-167.8154824
685,37.56988432,122.0838061,321.29443,0.502431297,-0.192876456,-169.1753214
686,37.56952315,122.0837783,321.10745,2.669796907,-0.39695831,-167.203927
687,37.5691596,122.0837527,321.58868,2.744540799,0.194909516,-168.6940325
688,37.5687968,122.0837266,321.61832,3.582908002,0.009599183,-167.1374305
689,37.568434,122.0837004,321.9104,3.6110563,0.093099103,-168.3445183
690,37.56806885,122.0836786,322.33487,5.380132312,-0.452008589,-169.0932856
691,37.567704,122.0836559,325.0807,1.776180228,-0.248902369,-171.4236792
692,37.56734002,122.0836413,327.28787,-0.627498771,1.030492478,-169.6134453
693,37.56697738,122.0836213,325.47342,-1.089897575,1.600919395,-170.2670788
694,37.56661452,122.0835902,322.78912,2.844626448,0.351246403,-168.6837869
695,37.56624946,122.0835618,324.7281,1.493130054,0.595487462,-169.9323311
696,37.56621077,122.0835591,324.7525,2.604356709,0.848421812,-169.4372927
697,37.5642705,122.0861362,329.41757,-5.047857163,-15.35068991,-17.19945432
698,37.56462786,122.0860153,327.85544,-3.919934222,-2.17090309,-22.27432353
699,37.56497454,122.0858835,325.37613,-3.275573939,5.478383848,-20.37880865
700,37.56532644,122.0857677,324.4168,0.026522698,9.384754702,-15.71742808
701,37.56568773,122.0856806,324.7692,-1.570510415,10.41577005,-14.21506441
702,37.56605119,122.0856252,325.17566,-1.79612815,10.53387814,-8.731532017
703,37.56641315,122.0856023,327.49115,-1.936179734,7.094225066,-5.515057572
704,37.5667797,122.0855978,328.3845,-2.022761639,7.594730155,9.198517848
705,37.56714912,122.0856191,327.6185,-5.975449162,2.126687598,7.345206032
706,37.56751628,122.0856516,326.8633,-0.609080143,0.162153813,1.66582711
707,37.56787512,122.0856846,325.55383,-2.950613879,-1.324034517,-1.66986221
708,37.56824249,122.0857142,324.2375,-2.618756935,-0.035886348,1.633142357
709,37.56860859,122.0857421,323.00763,-0.171082011,1.362973127,-1.837502222
710,37.56897438,122.08577,322.5301,-1.02523843,2.145854999,-0.190431621
711,37.56934233,122.0857997,321.82492,-0.121731324,-0.641375262,-2.448001168
712,37.56970736,122.0858263,321.7446,1.916780375,-0.510926263,-3.29823017
713,37.57006792,122.0858514,321.86884,0.223744252,0.271983893,-4.520128041
714,37.57043282,122.0858749,321.9823,0.995994856,0.273248904,-2.078230031
715,37.5707979,122.0858987,322.16754,3.813291845,0.280563537,-4.281602581
716,37.57116124,122.0859223,323.03278,1.329060148,0.386204623,-2.615617544
717,37.57152757,122.0859474,322.3611,1.520993262,0.637280611,-2.1740079
718,37.57189613,122.085972,322.16296,0.861470211,0.026529626,-5.002196736
719,37.57226097,122.0859941,322.32315,1.417301473,2.75832111,-2.472004907
720,37.5726351,122.086018,322.5294,3.033228846,-0.18960864,-3.695811936
721,37.5730046,122.0860403,322.9581,4.03437415,0.844801301,-2.399630159
722,37.57337093,122.0860648,323.61957,2.846404276,0.392718237,-3.096547366
723,37.57373019,122.0860895,323.71423,2.863244722,0.015094804,-2.37246013
724,37.57409582,122.086115,323.74335,2.586934113,0.189478404,-2.436952907
725,37.57445971,122.0861403,324.0085,1.299844161,0.535274742,-1.231365774
726,37.57483141,122.0861659,323.75272,1.555149731,0.381957072,-2.109632928
727,37.57519163,122.0861891,322.82428,2.423032697,-0.070432328,-2.907365416
728,37.57536745,122.0862007,322.6662,2.991928745,0.640922461,-1.431777242
